"";"ensembl_gene_id";"chromosome_name";"start_position";"end_position";"strand"
"60";"AGAP004733";"2L";2917655;2919864;1
"61";"AGAP004734";"2L";2920492;2930688;-1
"62";"AGAP004735";"2L";2965739;2967485;-1
"63";"AGAP004736";"2L";2968484;2969976;1
"64";"AGAP004737";"2L";2970597;2972774;1
"65";"AGAP004738";"2L";2972617;2974653;-1
"66";"AGAP004739";"2L";2976111;2978335;1
"67";"AGAP028446";"2L";15705523;15708850;-1
"68";"AGAP004740";"2L";2982984;2983998;-1
"69";"AGAP028394";"2L";6151922;6157959;1
"70";"AGAP004741";"2L";2997029;2998143;-1
"71";"AGAP004742";"2L";2998916;3008084;-1
"72";"AGAP004743";"2L";3020238;3021140;1
"73";"AGAP004744";"2L";3021774;3025711;1
"74";"AGAP004745";"2L";3026512;3030332;-1
"75";"AGAP007899";"3R";2584170;2585220;1
"76";"AGAP004747";"2L";3034074;3037695;-1
"77";"AGAP004748";"2L";3037963;3038411;-1
"78";"AGAP004749";"2L";3038604;3040277;1
"79";"AGAP004750";"2L";3041661;3052055;-1
"80";"AGAP004751";"2L";3052358;3056687;1
"81";"AGAP004752";"2L";3056994;3057934;1
"82";"AGAP028223";"3L";2448546;2449463;-1
"83";"AGAP004753";"2L";3057997;3061847;-1
"84";"AGAP004754";"2L";3063116;3064911;1
"85";"AGAP028075";"3L";36493360;36496701;1
"86";"AGAP004755";"2L";3065637;3066963;1
"87";"AGAP028397";"2L";24406848;24408977;-1
"88";"AGAP004756";"2L";3066964;3068314;-1
"89";"AGAP028398";"2L";26803039;26804133;1
"90";"AGAP004757";"2L";3069282;3070456;1
"91";"AGAP004758";"2L";3070600;3072473;-1
"92";"AGAP004759";"2L";3075360;3076135;1
"93";"AGAP004760";"2L";3080556;3082396;-1
"94";"AGAP004761";"2L";3127125;3131480;1
"95";"AGAP004762";"2L";3150315;3152338;1
"96";"AGAP004763";"2L";3152721;3153806;1
"97";"AGAP004764";"2L";3154590;3156095;-1
"98";"AGAP004765";"2L";3156536;3159336;1
"99";"AGAP004766";"2L";3163010;3178079;1
"100";"AGAP004767";"2L";3194035;3196599;-1
"101";"AGAP004768";"2L";3288076;3322501;-1
"102";"AGAP004769";"2L";3297616;3317823;1
"103";"AGAP004770";"2L";3312046;3312961;-1
"104";"AGAP004771";"2L";3328939;3340228;-1
"105";"AGAP004772";"2L";3348417;3353159;-1
"106";"AGAP004773";"2L";3360197;3361330;1
"107";"AGAP004774";"2L";3389141;3399248;1
"108";"AGAP004775";"2L";3401014;3447379;-1
"109";"AGAP004776";"2L";3402582;3404685;1
"110";"AGAP004777";"2L";3405024;3407138;-1
"111";"AGAP004778";"2L";3445900;3447091;1
"112";"AGAP004780";"2L";3453793;3460414;-1
"113";"AGAP004781";"2L";3464650;3465836;-1
"114";"AGAP004782";"2L";3469348;3473011;-1
"115";"AGAP004783";"2L";3477029;3508965;-1
"116";"AGAP004784";"2L";3519838;3522515;1
"117";"AGAP004785";"2L";3542108;3544112;1
"118";"AGAP004786";"2L";3545835;3548422;1
"119";"AGAP004787";"2L";3552528;3554809;-1
"120";"AGAP028747";"3L";37973306;37974119;1
"121";"AGAP004789";"2L";3574266;3575387;-1
"122";"AGAP011146";"3L";17973763;17974224;-1
"123";"AGAP004791";"2L";3577207;3578328;-1
"124";"AGAP004792";"2L";3579851;3583746;1
"125";"AGAP004793";"2L";3585262;3590507;1
"126";"AGAP004794";"2L";3596961;3598493;1
"127";"AGAP004795";"2L";3614688;3630472;-1
"128";"AGAP004797";"2L";3635715;3637329;-1
"129";"AGAP004798";"2L";3638641;3645721;-1
"130";"AGAP004799";"2L";3720848;3721878;-1
"131";"AGAP004800";"2L";3729952;3733779;-1
"132";"AGAP004801";"2L";3733801;3744679;1
"133";"AGAP004802";"2L";3745921;3747552;1
"134";"AGAP004803";"2L";3747710;3749568;-1
"135";"AGAP004804";"2L";3749873;3750905;1
"136";"AGAP004805";"2L";3758094;3778548;1
"137";"AGAP004806";"2L";3779245;3780367;-1
"138";"AGAP004807";"2L";3780412;3781204;1
"139";"AGAP004808";"2L";3790242;3793167;-1
"140";"AGAP004809";"2L";3793554;3797323;-1
"141";"AGAP004810";"2L";3798556;3799428;-1
"142";"AGAP004811";"2L";3800428;3801534;1
"143";"AGAP004812";"2L";3803320;3807311;-1
"144";"AGAP004813";"2L";3818251;3818511;1
"145";"AGAP004814";"2L";3825668;3826851;1
"146";"AGAP004815";"2L";3831551;3831951;-1
"147";"AGAP004816";"2L";3839485;3840411;-1
"148";"AGAP004817";"2L";3843984;3852663;-1
"149";"AGAP004818";"2L";3858864;3859471;1
"150";"AGAP004819";"2L";3860781;3870396;-1
"151";"AGAP004820";"2L";3870994;3872609;1
"152";"AGAP004823";"2L";3915261;3917699;-1
"153";"AGAP004824";"2L";3953334;3982092;-1
"154";"AGAP004825";"2L";3992274;3996433;1
"155";"AGAP004826";"2L";4066144;4068651;-1
"156";"AGAP004827";"2L";4120678;4142005;1
"157";"AGAP004828";"2L";4153261;4156465;1
"158";"AGAP004829";"2L";4159876;4171227;-1
"159";"AGAP004830";"2L";4183099;4185754;-1
"160";"AGAP003556";"2R";39456126;39460012;1
"161";"AGAP004832";"2L";4214235;4217585;-1
"162";"AGAP004833";"2L";4233342;4239866;1
"163";"AGAP004834";"2L";4243691;4252291;-1
"164";"AGAP004835";"2L";4302587;4323649;1
"165";"AGAP004836";"2L";4350302;4350475;-1
"166";"AGAP004837";"2L";4352840;4362047;-1
"167";"AGAP004838";"2L";4368929;4369798;-1
"168";"AGAP004839";"2L";4376928;4377479;1
"169";"AGAP004840";"2L";4377409;4378620;-1
"170";"AGAP004841";"2L";4382188;4388241;-1
"171";"AGAP004842";"2L";4387828;4392314;1
"172";"AGAP004843";"2L";4388847;4391016;1
"173";"AGAP004844";"2L";4393035;4394190;-1
"174";"AGAP004845";"2L";4396212;4402689;1
"175";"AGAP004846";"2L";4404139;4428751;1
"176";"AGAP004848";"2L";4438474;4440964;-1
"177";"AGAP004849";"2L";4441878;4443314;1
"178";"AGAP004850";"2L";4448317;4459825;-1
"179";"AGAP004851";"2L";4463256;4464575;-1
"180";"AGAP004852";"2L";4467956;4475550;-1
"181";"AGAP004853";"2L";4476401;4479536;-1
"182";"AGAP004854";"2L";4483668;4490466;1
"183";"AGAP004855";"2L";4492189;4494085;1
"184";"AGAP004856";"2L";4495104;4496644;1
"185";"AGAP004857";"2L";4496933;4498359;-1
"186";"AGAP004858";"2L";4498818;4500749;-1
"187";"AGAP004859";"2L";4501583;4503073;-1
"188";"AGAP004860";"2L";4506869;4510053;-1
"189";"AGAP004861";"2L";4512469;4531632;-1
"190";"AGAP004862";"2L";4554530;4565883;1
"191";"AGAP004863";"2L";4568305;4578735;1
"192";"AGAP004864";"2L";4586760;4591451;-1
"193";"AGAP004865";"2L";4599569;4620103;-1
"194";"AGAP004866";"2L";4667808;4675971;-1
"195";"AGAP004867";"2L";4676920;4678867;1
"196";"AGAP004868";"2L";4680081;4692071;-1
"197";"AGAP004869";"2L";4684000;4684653;-1
"198";"AGAP004870";"2L";4692754;4697498;1
"199";"AGAP004871";"2L";4749123;4756753;1
"200";"AGAP004872";"2L";4760912;4762132;-1
"201";"AGAP004873";"2L";4769290;4800313;-1
"202";"AGAP004874";"2L";4821176;4825510;-1
"203";"AGAP004875";"2L";4830049;4830309;-1
"204";"AGAP004876";"2L";4845959;4847193;1
"205";"AGAP004877";"2L";4851777;4866265;1
"206";"AGAP004878";"2L";4871110;4872374;-1
"207";"AGAP004879";"2L";4879247;4880564;1
"208";"AGAP004880";"2L";4905326;4908734;1
"209";"AGAP004881";"2L";4925706;4932269;1
"210";"AGAP004882";"2L";4934985;4944994;-1
"211";"AGAP004883";"2L";4939315;4940319;1
"212";"AGAP004884";"2L";4948909;4953343;-1
"213";"AGAP004885";"2L";4953470;4954359;1
"214";"AGAP004886";"2L";4956109;4968464;-1
"215";"AGAP004887";"2L";4970013;4971174;-1
"216";"AGAP004888";"2L";4971871;4974593;1
"217";"AGAP004889";"2L";4974901;4977615;-1
"218";"AGAP004890";"2L";4976558;4986660;1
"219";"AGAP004891";"2L";4987628;4988629;-1
"220";"AGAP004892";"2L";5003264;5042389;1
"221";"AGAP004893";"2L";5018406;5019883;-1
"222";"AGAP004894";"2L";5443491;5444376;-1
"223";"AGAP004895";"2L";5489591;5498330;-1
"224";"AGAP004896";"2L";5501708;5504831;-1
"225";"AGAP004897";"2L";5551067;5551909;1
"226";"AGAP004899";"2L";5626946;5628862;1
"227";"AGAP004900";"2L";5634117;5649497;-1
"228";"AGAP004901";"2L";5660789;5661736;-1
"229";"AGAP004902";"2L";5719844;5759970;1
"230";"AGAP004903";"2L";5768982;5769889;-1
"231";"AGAP004904";"2L";5771985;5780988;1
"232";"AGAP007008";"2L";40792494;40854969;-1
"233";"AGAP004906";"2L";5793347;5794156;1
"234";"AGAP004907";"2L";5801332;5801760;1
"235";"AGAP004908";"2L";5802380;5809666;-1
"236";"AGAP004909";"2L";5815577;5817275;1
"237";"AGAP004910";"2L";5818168;5819743;-1
"238";"AGAP004911";"2L";5822235;5822840;-1
"239";"AGAP004912";"2L";5826320;5831336;1
"240";"AGAP004913";"2L";5844430;5845398;1
"241";"AGAP004914";"2L";5862276;5863688;1
"242";"AGAP004915";"2L";5927216;5942472;1
"243";"AGAP004916";"2L";5996795;5997803;-1
"244";"AGAP004917";"2L";6006268;6007230;-1
"245";"AGAP004918";"2L";6008201;6009301;-1
"246";"AGAP004919";"2L";6015229;6016503;1
"247";"AGAP013037";"2L";48982357;48985835;1
"248";"AGAP007680";"2L";48974549;48976680;1
"249";"AGAP013228";"2L";47267064;47270247;-1
"250";"AGAP004922";"2L";6049763;6053107;-1
"251";"AGAP004923";"2L";6087277;6104141;-1
"252";"AGAP004928";"2L";6110285;6113837;-1
"253";"AGAP004929";"2L";6114439;6115700;1
"254";"AGAP004930";"2L";6121201;6122720;1
"255";"AGAP004931";"2L";6130295;6131449;1
"256";"AGAP004932";"2L";6182802;6188676;1
"257";"AGAP004933";"2L";6194335;6195585;-1
"258";"AGAP007378";"2L";46189118;46195042;1
"259";"AGAP004935";"2L";6204286;6207274;1
"260";"AGAP004936";"2L";6208301;6209223;1
"261";"AGAP004937";"2L";6213696;6218142;-1
"262";"AGAP004938";"2L";6225383;6227729;-1
"263";"AGAP004940";"2L";6244207;6262851;1
"264";"AGAP004941";"2L";6308473;6309441;-1
"265";"AGAP004942";"2L";6377641;6425024;-1
"266";"AGAP004943";"2L";6525703;6539076;1
"267";"AGAP004944";"2L";6544141;6546511;-1
"268";"AGAP004945";"2L";6551568;6553909;-1
"269";"AGAP004946";"2L";6555241;6559375;-1
"270";"AGAP004947";"2L";6621301;6622113;1
"271";"AGAP004948";"2L";6693033;6694970;-1
"272";"AGAP004949";"2L";6847181;6848978;1
"273";"AGAP004950";"2L";6923629;6993818;1
"274";"AGAP004951";"2L";7150386;7151754;-1
"275";"AGAP004952";"2L";7172678;7174184;1
"276";"AGAP004953";"2L";7174132;7176492;-1
"277";"AGAP004954";"2L";7177945;7180456;-1
"278";"AGAP004955";"2L";7181937;7182959;1
"279";"AGAP004956";"2L";7183554;7186700;-1
"280";"AGAP004957";"2L";7187117;7189946;1
"281";"AGAP004958";"2L";7190304;7194211;-1
"282";"AGAP004959";"2L";7194587;7195863;1
"283";"AGAP004960";"2L";7195880;7197257;-1
"284";"AGAP004961";"2L";7209866;7213320;1
"285";"AGAP004962";"2L";7214193;7216073;-1
"286";"AGAP004963";"2L";7219499;7221382;1
"287";"AGAP004964";"2L";7275625;7276356;-1
"288";"AGAP004965";"2L";7278148;7288812;1
"289";"AGAP004968";"2L";7298886;7300354;-1
"290";"AGAP004969";"2L";7301876;7303528;1
"291";"AGAP004970";"2L";7322613;7338636;1
"292";"AGAP004971";"2L";7331917;7333303;1
"293";"AGAP004972";"2L";7365806;7367087;-1
"294";"AGAP004973";"2L";7371728;7372996;1
"295";"AGAP004974";"2L";7438707;7440066;1
"296";"AGAP004975";"2L";7441521;7444137;-1
"297";"AGAP013107";"2L";40170482;40171574;1
"298";"AGAP013291";"2L";46178968;46181791;1
"299";"AGAP004977";"2L";7452207;7454977;-1
"300";"AGAP004978";"2L";7455500;7457965;-1
"301";"AGAP004979";"2L";7467846;7468225;-1
"302";"AGAP013488";"2L";33928793;33930004;-1
"303";"AGAP004981";"2L";7503372;7505945;-1
"304";"AGAP004982";"2L";7516057;7537302;-1
"305";"AGAP004983";"2L";7537935;7541687;-1
"306";"AGAP004984";"2L";7538800;7540020;1
"307";"AGAP004985";"2L";7540054;7540980;-1
"308";"AGAP004986";"2L";7541759;7542559;1
"309";"AGAP004987";"2L";7545673;7546442;1
"310";"AGAP004988";"2L";7550405;7551445;1
"311";"AGAP004989";"2L";7555635;7581711;-1
"312";"AGAP004990";"2L";7585796;7587650;1
"313";"AGAP004991";"2L";7587832;7588801;-1
"314";"AGAP004992";"2L";7589632;7591130;1
"315";"AGAP004993";"2L";7592420;7608179;1
"316";"AGAP004994";"2L";7622152;7622776;-1
"317";"AGAP004995";"2L";7670655;7673469;-1
"318";"AGAP004996";"2L";7733493;7734921;-1
"319";"AGAP004997";"2L";7737073;7738567;1
"320";"AGAP004998";"2L";7746797;7747757;1
"321";"AGAP004999";"2L";7748193;7749112;-1
"322";"AGAP005000";"2L";7753288;7754369;1
"323";"AGAP005001";"2L";7755822;7763502;-1
"324";"AGAP005002";"2L";7769154;7775159;-1
"325";"AGAP005003";"2L";7788960;7792161;-1
"326";"AGAP005004";"2L";7792331;7794417;1
"327";"AGAP005005";"2L";7794965;7806455;1
"328";"AGAP005006";"2L";7807839;7812066;1
"329";"AGAP005007";"2L";7816277;7818115;-1
"330";"AGAP005008";"2L";7820730;7916840;-1
"331";"AGAP005009";"2L";7897791;7899967;1
"332";"AGAP005010";"2L";7973481;8020949;1
"333";"AGAP005011";"2L";8078288;8136322;1
"334";"AGAP005012";"2L";8286672;8288868;1
"335";"AGAP005013";"2L";8292536;8294703;-1
"336";"AGAP005014";"2L";8297037;8299619;1
"337";"AGAP005015";"2L";8301873;8324177;-1
"338";"AGAP005017";"2L";8324708;8327190;1
"339";"AGAP005018";"2L";8327297;8328653;-1
"340";"AGAP005019";"2L";8328944;8329672;1
"341";"AGAP005020";"2L";8329676;8344698;-1
"342";"AGAP005021";"2L";8334586;8337858;-1
"343";"AGAP005022";"2L";8371013;8372559;1
"344";"AGAP005023";"2L";8375887;8376198;-1
"345";"AGAP005024";"2L";8379978;8380388;1
"346";"AGAP005025";"2L";8460463;8460873;-1
"347";"AGAP005026";"2L";8464364;8464675;1
"348";"AGAP005027";"2L";8468031;8469514;-1
"349";"AGAP005028";"2L";8532255;8540016;1
"350";"AGAP005029";"2L";8569090;8581151;1
"351";"AGAP005030";"2L";8588003;8599170;-1
"352";"AGAP005031";"2L";8613164;8620262;-1
"353";"AGAP005032";"2L";8623634;8627796;1
"354";"AGAP005033";"2L";8628215;8638510;-1
"355";"AGAP005034";"2L";8644043;8648237;-1
"356";"AGAP005035";"2L";8651922;8659157;-1
"357";"AGAP005036";"2L";8660197;8661621;-1
"358";"AGAP005037";"2L";8668402;8700721;-1
"359";"AGAP005038";"2L";8689349;8695897;1
"360";"AGAP005039";"2L";8704441;8707908;-1
"361";"AGAP005040";"2L";8710708;8712165;-1
"362";"AGAP005041";"2L";8718540;8723650;-1
"363";"AGAP005042";"2L";8751403;8758975;1
"364";"AGAP005043";"2L";8770771;8776180;-1
"365";"AGAP005044";"2L";8787248;8791505;-1
"366";"AGAP005045";"2L";8788345;8789880;1
"367";"AGAP005046";"2L";8792215;8793286;1
"368";"AGAP005047";"2L";8795158;8796890;-1
"369";"AGAP005048";"2L";8818559;8821078;1
"370";"AGAP005049";"2L";8821111;8821771;-1
"371";"AGAP005050";"2L";8822786;8823934;1
"372";"AGAP005051";"2L";8823859;8824648;-1
"373";"AGAP005052";"2L";8824899;8827163;1
"374";"AGAP005053";"2L";8829746;8833158;-1
"375";"AGAP005054";"2L";8834960;8840482;-1
"376";"AGAP005055";"2L";8880678;8883250;1
"377";"AGAP005056";"2L";8888002;8889485;-1
"378";"AGAP005057";"2L";8894163;8912235;1
"379";"AGAP005058";"2L";8990758;9030148;1
"380";"AGAP005059";"2L";9111282;9113441;-1
"381";"AGAP005060";"2L";9149032;9150830;-1
"382";"AGAP005061";"2L";9150880;9153646;1
"383";"AGAP005062";"2L";9155189;9159529;1
"384";"AGAP005063";"2L";9166657;9182097;-1
"385";"AGAP005064";"2L";9184144;9217445;1
"386";"AGAP005065";"2L";9220270;9221206;1
"387";"AGAP005066";"2L";9253606;9254543;1
"388";"AGAP005067";"2L";9282055;9295753;-1
"389";"AGAP005068";"2L";9317506;9325644;-1
"390";"AGAP005069";"2L";9388525;9394345;1
"391";"AGAP005070";"2L";9483269;9485404;-1
"392";"AGAP005071";"2L";9486328;9493057;-1
"393";"AGAP005072";"2L";9545863;9554248;-1
"394";"AGAP005073";"2L";9564761;9567229;1
"395";"AGAP005074";"2L";9614343;9616139;1
"396";"AGAP005075";"2L";9642985;9651954;1
"397";"AGAP005076";"2L";9657060;9693793;1
"398";"AGAP005077";"2L";9718408;9719679;1
"399";"AGAP005079";"2L";9735321;9746596;1
"400";"AGAP005080";"2L";9757386;9758459;-1
"401";"AGAP005081";"2L";9758828;9759668;1
"402";"AGAP005082";"2L";9761099;9779657;1
"403";"AGAP005088";"2L";9875257;9877489;1
"404";"AGAP005091";"2L";9898848;9941997;1
"405";"AGAP005092";"2L";9909441;9910601;-1
"406";"AGAP005093";"2L";9950809;9957070;1
"407";"AGAP005094";"2L";9959749;9960811;-1
"408";"AGAP005095";"2L";9969229;9971786;1
"409";"AGAP005096";"2L";9978240;10024330;-1
"410";"AGAP005098";"2L";10059627;10059806;-1
"411";"AGAP005099";"2L";10087962;10113493;1
"412";"AGAP005100";"2L";10116617;10117747;1
"413";"AGAP005101";"2L";10117831;10125074;-1
"414";"AGAP005102";"2L";10126240;10127958;-1
"415";"AGAP005103";"2L";10139697;10142653;-1
"416";"AGAP005104";"2L";10146126;10147355;1
"417";"AGAP005105";"2L";10149521;10150786;1
"418";"AGAP005106";"2L";10154540;10167856;1
"419";"AGAP005107";"2L";10184952;10185475;-1
"420";"AGAP005108";"2L";10198419;10202718;1
"421";"AGAP005109";"2L";10202690;10203577;-1
"422";"AGAP005110";"2L";10203864;10206481;1
"423";"AGAP006579";"2L";34238562;34255318;-1
"424";"AGAP005113";"2L";10229604;10232219;-1
"425";"AGAP005114";"2L";10232779;10234005;-1
"426";"AGAP005115";"2L";10234695;10238376;-1
"427";"AGAP005116";"2L";10239044;10240388;1
"428";"AGAP005117";"2L";10241196;10244380;-1
"429";"AGAP005118";"2L";10244435;10245368;1
"430";"AGAP005119";"2L";10245507;10248507;-1
"431";"AGAP005120";"2L";10249595;10251059;-1
"432";"AGAP005121";"2L";10251723;10252977;1
"433";"AGAP005122";"2L";10253637;10255149;-1
"434";"AGAP005123";"2L";10256621;10257383;-1
"435";"AGAP005124";"2L";10257652;10269142;-1
"436";"AGAP005125";"2L";10285491;10288399;-1
"437";"AGAP005126";"2L";10309342;10310625;-1
"438";"AGAP028405";"2R";33480753;33487731;-1
"439";"AGAP005127";"2L";10331961;10336460;-1
"440";"AGAP005128";"2L";10336780;10338354;1
"441";"AGAP005129";"2L";10338714;10339920;-1
"442";"AGAP005130";"2L";10340218;10342062;1
"443";"AGAP005131";"2L";10342081;10343123;-1
"444";"AGAP005132";"2L";10343504;10345513;1
"445";"AGAP005133";"2L";10347397;10353265;-1
"446";"AGAP005134";"2L";10355282;10358610;1
"447";"AGAP005135";"2L";10362528;10369557;-1
"448";"AGAP005136";"2L";10370242;10370878;1
"449";"AGAP005137";"2L";10381740;10384703;-1
"450";"AGAP005138";"2L";10441032;10449388;-1
"451";"AGAP005139";"2L";10464003;10466664;-1
"452";"AGAP005141";"2L";10468015;10469971;1
"453";"AGAP005142";"2L";10472272;10475218;1
"454";"AGAP005143";"2L";10477353;10495460;-1
"455";"AGAP005144";"2L";10488114;10489563;1
"456";"AGAP005145";"2L";10539087;10543428;1
"457";"AGAP005146";"2L";10544803;10550163;1
"458";"AGAP005147";"2L";10565556;10575499;-1
"459";"AGAP005148";"2L";10575676;10577666;1
"460";"AGAP005149";"2L";10577656;10578050;-1
"461";"AGAP005150";"2L";10581996;10582406;-1
"462";"AGAP005152";"2L";10589243;10590426;1
"463";"AGAP005153";"2L";10600456;10604252;1
"464";"AGAP005155";"2L";10640058;10644626;1
"465";"AGAP005156";"2L";10651450;10734138;-1
"466";"AGAP005158";"2L";10768635;10770047;-1
"467";"AGAP005159";"2L";10773905;10775953;-1
"468";"AGAP005160";"2L";10785074;10811531;-1
"469";"AGAP005161";"2L";10811841;10816977;1
"470";"AGAP005162";"2L";10820811;10847221;-1
"471";"AGAP005163";"2L";10907702;10909701;1
"472";"AGAP005164";"2L";11054076;11119385;-1
"473";"AGAP005165";"2L";11131877;11241906;-1
"474";"AGAP005166";"2L";11186428;11190856;1
"475";"AGAP005167";"2L";11192031;11193411;1
"476";"AGAP005168";"2L";11195971;11200471;1
"477";"AGAP005169";"2L";11274226;11275949;1
"478";"AGAP005170";"2L";11284393;11334901;-1
"479";"AGAP005171";"2L";11337707;11346317;-1
"480";"AGAP005172";"2L";11340609;11341921;1
"481";"AGAP005173";"2L";11368159;11374909;-1
"482";"AGAP005174";"2L";11376450;11378030;-1
"483";"AGAP005175";"2L";11378371;11405181;1
"484";"AGAP005176";"2L";11407606;11409098;1
"485";"AGAP005177";"2L";11409421;11410687;1
"486";"AGAP005178";"2L";11410730;11414253;-1
"487";"AGAP005179";"2L";11414718;11415633;1
"488";"AGAP005180";"2L";11415914;11416886;-1
"489";"AGAP005181";"2L";11479150;11496824;-1
"490";"AGAP005182";"2L";11685185;11686024;1
"491";"AGAP005183";"2L";11847212;11849149;-1
"492";"AGAP005185";"2L";12046833;12048186;1
"493";"AGAP028009";"3L";3976103;3976687;1
"494";"AGAP005188";"2L";12140996;12147331;1
"495";"AGAP005189";"2L";12149345;12152250;-1
"496";"AGAP005190";"2L";12150414;12151432;-1
"497";"AGAP005191";"2L";12152364;12155553;1
"498";"AGAP005192";"2L";12157623;12159427;-1
"499";"AGAP005193";"2L";12161061;12167511;1
"500";"AGAP005194";"2L";12168087;12169243;-1
"501";"AGAP005195";"2L";12171394;12172468;-1
"502";"AGAP005196";"2L";12176816;12178137;-1
"503";"AGAP005197";"2L";12185669;12186929;-1
"504";"AGAP005198";"2L";12189849;12191436;1
"505";"AGAP005199";"2L";12191346;12197260;-1
"506";"AGAP028104";"3L";4565180;4567170;1
"507";"AGAP005200";"2L";12195022;12196958;-1
"508";"AGAP005201";"2L";12197649;12198565;-1
"509";"AGAP005202";"2L";12198694;12199481;1
"510";"AGAP005203";"2L";12199478;12208633;-1
"511";"AGAP028178";"3L";41036412;41037044;-1
"512";"AGAP028156";"3L";41039013;41039639;-1
"513";"AGAP013364";"2L";33926156;33929995;-1
"514";"AGAP007691";"2L";49082772;49088307;1
"515";"AGAP005206";"2L";12222491;12223348;1
"516";"AGAP005207";"2L";12246061;12316072;-1
"517";"AGAP005208";"2L";12288238;12289440;1
"518";"AGAP028149";"3L";3930319;3931489;-1
"519";"AGAP005209";"2L";12353162;12356183;-1
"520";"AGAP005210";"2L";12357077;12358920;1
"521";"AGAP005211";"2L";12358996;12360867;-1
"522";"AGAP005212";"2L";12361038;12363586;1
"523";"AGAP005213";"2L";12366733;12399301;-1
"524";"AGAP005214";"2L";12377485;12378549;-1
"525";"AGAP005215";"2L";12409311;12410723;-1
"526";"AGAP005216";"2L";12409610;12418274;1
"527";"AGAP005217";"2L";12418732;12421223;-1
"528";"AGAP005218";"2L";12430445;12431915;-1
"529";"AGAP005219";"2L";12460529;12493379;1
"530";"AGAP005220";"2L";12498643;12499796;-1
"531";"AGAP005221";"2L";12501101;12503861;1
"532";"AGAP005222";"2L";12504545;12515179;1
"533";"AGAP005223";"2L";12522290;12527089;1
"534";"AGAP005225";"2L";12527952;12529541;-1
"535";"AGAP005226";"2L";12529898;12531142;-1
"536";"AGAP005227";"2L";12535623;12538161;1
"537";"AGAP007611";"2L";48248229;48263000;1
"538";"AGAP005229";"2L";12548780;12558471;-1
"539";"AGAP005230";"2L";12596948;12598564;-1
"540";"AGAP005231";"2L";12614542;12615240;-1
"541";"AGAP005233";"2L";12651084;12652962;-1
"542";"AGAP005234";"2L";12656739;12660717;-1
"543";"AGAP005235";"2L";12666575;12685002;-1
"544";"AGAP005236";"2L";12692890;12697320;-1
"545";"AGAP005237";"2L";12697521;12704057;1
"546";"AGAP005238";"2L";12704418;12707969;1
